Año;Habilidad informática;Edad;Sexo;Ámbito territorial;Magnitud;Valor
2019;"D - Instalar software o aplicaciones";"Total";"Mujer";"Bizkaia";"%";51,5
2023;"D - Instalar software o aplicaciones";"Total";"Mujer";"Bizkaia";"%";49,4
2021;"D - Instalar software o aplicaciones";"Total";"Mujer";"Bizkaia";"%";60,6
2024;"D - Instalar software o aplicaciones";"Total";"Mujer";"Gipuzkoa";"%";43,1
2021;"D - Instalar software o aplicaciones";"Total";"Mujer";"Gipuzkoa";"%";62
2022;"D - Instalar software o aplicaciones";"Total";"Mujer";"Gipuzkoa";"%";52,2
2025;"D - Instalar software o aplicaciones";"Total";"Mujer";"Gipuzkoa";"%";41,5
2020;"D - Instalar software o aplicaciones";"Total";"Mujer";"Gipuzkoa";"%";56,9
2019;"D - Instalar software o aplicaciones";"Total";"Mujer";"Gipuzkoa";"%";49,4
2023;"D - Instalar software o aplicaciones";"Total";"Mujer";"Gipuzkoa";"%";46,9
2021;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"Total";"Mujer";"C.A. de Euskadi";"%";23,5
2024;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"Total";"Mujer";"C.A. de Euskadi";"%";19,4
2023;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"Total";"Mujer";"C.A. de Euskadi";"%";29,3
2020;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"Total";"Mujer";"C.A. de Euskadi";"%";25,5
2022;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"Total";"Mujer";"C.A. de Euskadi";"%";19,5
2025;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"Total";"Mujer";"C.A. de Euskadi";"%";25,4
2019;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"Total";"Mujer";"C.A. de Euskadi";"%";11,6
2020;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"Total";"Mujer";"Araba/Álava";"%";24,4
2022;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"Total";"Mujer";"Araba/Álava";"%";19,3
2023;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"Total";"Mujer";"Araba/Álava";"%";26
2021;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"Total";"Mujer";"Araba/Álava";"%";24,1
2019;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"Total";"Mujer";"Araba/Álava";"%";8,7
2025;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"Total";"Mujer";"Araba/Álava";"%";23,8
2024;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"Total";"Mujer";"Araba/Álava";"%";24,9
2020;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"Total";"Mujer";"Bizkaia";"%";24,8
2023;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"Total";"Mujer";"Bizkaia";"%";30,3
2025;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"Total";"Mujer";"Bizkaia";"%";26,6
2024;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"Total";"Mujer";"Bizkaia";"%";19,6
2021;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"Total";"Mujer";"Bizkaia";"%";22,4
2022;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"Total";"Mujer";"Bizkaia";"%";18,4
2019;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"Total";"Mujer";"Bizkaia";"%";13,5
2023;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"Total";"Mujer";"Gipuzkoa";"%";29,3
2025;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"Total";"Mujer";"Gipuzkoa";"%";24,1
2020;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"Total";"Mujer";"Gipuzkoa";"%";27,1
2019;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"Total";"Mujer";"Gipuzkoa";"%";9,8
2024;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"Total";"Mujer";"Gipuzkoa";"%";16,7
2021;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"Total";"Mujer";"Gipuzkoa";"%";25,1
2022;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"Total";"Mujer";"Gipuzkoa";"%";21,3
2020;"B - Copiar o mover ficheros o carpetas";"Total";"Mujer";"C.A. de Euskadi";"%";53,5
2025;"B - Copiar o mover ficheros o carpetas";"Total";"Mujer";"C.A. de Euskadi";"%";53,2
2019;"B - Copiar o mover ficheros o carpetas";"Total";"Mujer";"C.A. de Euskadi";"%";53
2023;"B - Copiar o mover ficheros o carpetas";"Total";"Mujer";"C.A. de Euskadi";"%";55,8
2024;"B - Copiar o mover ficheros o carpetas";"Total";"Mujer";"C.A. de Euskadi";"%";49,7
2021;"B - Copiar o mover ficheros o carpetas";"Total";"Mujer";"C.A. de Euskadi";"%";60,2
2022;"B - Copiar o mover ficheros o carpetas";"Total";"Mujer";"C.A. de Euskadi";"%";56,5
2025;"B - Copiar o mover ficheros o carpetas";"Total";"Mujer";"Araba/Álava";"%";55
2021;"B - Copiar o mover ficheros o carpetas";"Total";"Mujer";"Araba/Álava";"%";59,5
2020;"B - Copiar o mover ficheros o carpetas";"Total";"Mujer";"Araba/Álava";"%";53,8
2019;"B - Copiar o mover ficheros o carpetas";"Total";"Mujer";"Araba/Álava";"%";51,7
2022;"B - Copiar o mover ficheros o carpetas";"Total";"Mujer";"Araba/Álava";"%";57,6
2023;"B - Copiar o mover ficheros o carpetas";"Total";"Mujer";"Araba/Álava";"%";55,5
2024;"B - Copiar o mover ficheros o carpetas";"Total";"Mujer";"Araba/Álava";"%";48,7
2025;"B - Copiar o mover ficheros o carpetas";"Total";"Mujer";"Bizkaia";"%";53,4
2024;"B - Copiar o mover ficheros o carpetas";"Total";"Mujer";"Bizkaia";"%";50,1
2022;"B - Copiar o mover ficheros o carpetas";"Total";"Mujer";"Bizkaia";"%";55,3
2021;"B - Copiar o mover ficheros o carpetas";"Total";"Mujer";"Bizkaia";"%";59,5
2020;"B - Copiar o mover ficheros o carpetas";"Total";"Mujer";"Bizkaia";"%";51,2
2023;"B - Copiar o mover ficheros o carpetas";"Total";"Mujer";"Bizkaia";"%";55,2
2019;"B - Copiar o mover ficheros o carpetas";"Total";"Mujer";"Bizkaia";"%";53,1
2024;"B - Copiar o mover ficheros o carpetas";"Total";"Mujer";"Gipuzkoa";"%";49,6
2023;"B - Copiar o mover ficheros o carpetas";"Total";"Mujer";"Gipuzkoa";"%";57,1
2020;"B - Copiar o mover ficheros o carpetas";"Total";"Mujer";"Gipuzkoa";"%";57
2022;"B - Copiar o mover ficheros o carpetas";"Total";"Mujer";"Gipuzkoa";"%";57,9
2025;"B - Copiar o mover ficheros o carpetas";"Total";"Mujer";"Gipuzkoa";"%";51,9
2021;"B - Copiar o mover ficheros o carpetas";"Total";"Mujer";"Gipuzkoa";"%";61,8
2019;"B - Copiar o mover ficheros o carpetas";"Total";"Mujer";"Gipuzkoa";"%";53,6
2025;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"Total";"Mujer";"C.A. de Euskadi";"%";43,1
2019;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"Total";"Mujer";"C.A. de Euskadi";"%";41,7
2022;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"Total";"Mujer";"C.A. de Euskadi";"%";42,9
2023;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"Total";"Mujer";"C.A. de Euskadi";"%";41,8
2020;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"Total";"Mujer";"C.A. de Euskadi";"%";44,5
2024;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"Total";"Mujer";"C.A. de Euskadi";"%";38,6
2021;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"Total";"Mujer";"C.A. de Euskadi";"%";45,1
2022;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"Total";"Mujer";"Araba/Álava";"%";44,3
2025;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"Total";"Mujer";"Araba/Álava";"%";43,9
2023;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"Total";"Mujer";"Araba/Álava";"%";39,6
2020;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"Total";"Mujer";"Araba/Álava";"%";42,4
2021;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"Total";"Mujer";"Araba/Álava";"%";44,9
2024;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"Total";"Mujer";"Araba/Álava";"%";35,8
2019;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"Total";"Mujer";"Araba/Álava";"%";42,9
2022;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"Total";"Mujer";"Bizkaia";"%";42,1
2019;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"Total";"Mujer";"Bizkaia";"%";40,6
2021;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"Total";"Mujer";"Bizkaia";"%";43,9
2025;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"Total";"Mujer";"Bizkaia";"%";44
2020;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"Total";"Mujer";"Bizkaia";"%";43,9
2024;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"Total";"Mujer";"Bizkaia";"%";39,8
2023;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"Total";"Mujer";"Bizkaia";"%";42,1
2025;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"Total";"Mujer";"Gipuzkoa";"%";41,1
2020;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"Total";"Mujer";"Gipuzkoa";"%";46,5
2023;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"Total";"Mujer";"Gipuzkoa";"%";42,3
2021;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"Total";"Mujer";"Gipuzkoa";"%";47
2019;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"Total";"Mujer";"Gipuzkoa";"%";43
2022;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"Total";"Mujer";"Gipuzkoa";"%";43,7
2024;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"Total";"Mujer";"Gipuzkoa";"%";37,8
2024;"H - Programar en un lenguaje de programación";"Total";"Mujer";"C.A. de Euskadi";"%";2,9
2022;"H - Programar en un lenguaje de programación";"Total";"Mujer";"C.A. de Euskadi";"%";3,4
2019;"H - Programar en un lenguaje de programación";"Total";"Mujer";"C.A. de Euskadi";"%";3,1
2023;"H - Programar en un lenguaje de programación";"Total";"Mujer";"C.A. de Euskadi";"%";4,4
2021;"H - Programar en un lenguaje de programación";"Total";"Mujer";"C.A. de Euskadi";"%";3,1
2025;"H - Programar en un lenguaje de programación";"Total";"Mujer";"C.A. de Euskadi";"%";3,1
2020;"H - Programar en un lenguaje de programación";"Total";"Mujer";"C.A. de Euskadi";"%";4
2019;"H - Programar en un lenguaje de programación";"Total";"Mujer";"Araba/Álava";"%";3
2021;"H - Programar en un lenguaje de programación";"Total";"Mujer";"Araba/Álava";"%";3,7
2024;"H - Programar en un lenguaje de programación";"Total";"Mujer";"Araba/Álava";"%";2,1
2025;"H - Programar en un lenguaje de programación";"Total";"Mujer";"Araba/Álava";"%";3,5
2023;"H - Programar en un lenguaje de programación";"Total";"Mujer";"Araba/Álava";"%";3,5
2022;"H - Programar en un lenguaje de programación";"Total";"Mujer";"Araba/Álava";"%";3
2020;"H - Programar en un lenguaje de programación";"Total";"Mujer";"Araba/Álava";"%";4,6
2025;"H - Programar en un lenguaje de programación";"Total";"Mujer";"Bizkaia";"%";3
2023;"H - Programar en un lenguaje de programación";"Total";"Mujer";"Bizkaia";"%";5,3
2020;"H - Programar en un lenguaje de programación";"Total";"Mujer";"Bizkaia";"%";3,6
2021;"H - Programar en un lenguaje de programación";"Total";"Mujer";"Bizkaia";"%";3,3
2019;"H - Programar en un lenguaje de programación";"Total";"Mujer";"Bizkaia";"%";3,3
2024;"H - Programar en un lenguaje de programación";"Total";"Mujer";"Bizkaia";"%";4
2022;"H - Programar en un lenguaje de programación";"Total";"Mujer";"Bizkaia";"%";3,7
2025;"H - Programar en un lenguaje de programación";"Total";"Mujer";"Gipuzkoa";"%";3,1
2023;"H - Programar en un lenguaje de programación";"Total";"Mujer";"Gipuzkoa";"%";3,4
2022;"H - Programar en un lenguaje de programación";"Total";"Mujer";"Gipuzkoa";"%";2,8
2021;"H - Programar en un lenguaje de programación";"Total";"Mujer";"Gipuzkoa";"%";2,6
2020;"H - Programar en un lenguaje de programación";"Total";"Mujer";"Gipuzkoa";"%";4,5
2019;"H - Programar en un lenguaje de programación";"Total";"Mujer";"Gipuzkoa";"%";2,7
2024;"H - Programar en un lenguaje de programación";"Total";"Mujer";"Gipuzkoa";"%";1,5
2022;"G - Usar hojas de cálculo";"Total";"Mujer";"C.A. de Euskadi";"%";41,1
2021;"G - Usar hojas de cálculo";"Total";"Mujer";"C.A. de Euskadi";"%";42,3
2023;"G - Usar hojas de cálculo";"Total";"Mujer";"C.A. de Euskadi";"%";40,9
2025;"G - Usar hojas de cálculo";"Total";"Mujer";"C.A. de Euskadi";"%";40,7
2020;"G - Usar hojas de cálculo";"Total";"Mujer";"C.A. de Euskadi";"%";39,8
2019;"G - Usar hojas de cálculo";"Total";"Mujer";"C.A. de Euskadi";"%";39,6
2024;"G - Usar hojas de cálculo";"Total";"Mujer";"C.A. de Euskadi";"%";39
2023;"G - Usar hojas de cálculo";"Total";"Mujer";"Araba/Álava";"%";39,3
2020;"G - Usar hojas de cálculo";"Total";"Mujer";"Araba/Álava";"%";39,7
2022;"G - Usar hojas de cálculo";"Total";"Mujer";"Araba/Álava";"%";43,9
2019;"G - Usar hojas de cálculo";"Total";"Mujer";"Araba/Álava";"%";40,2
2021;"G - Usar hojas de cálculo";"Total";"Mujer";"Araba/Álava";"%";43,2
2025;"G - Usar hojas de cálculo";"Total";"Mujer";"Araba/Álava";"%";39,3
2024;"G - Usar hojas de cálculo";"Total";"Mujer";"Araba/Álava";"%";37,1
2022;"G - Usar hojas de cálculo";"Total";"Mujer";"Bizkaia";"%";38,9
2021;"G - Usar hojas de cálculo";"Total";"Mujer";"Bizkaia";"%";41
2020;"G - Usar hojas de cálculo";"Total";"Mujer";"Bizkaia";"%";38,2
2023;"G - Usar hojas de cálculo";"Total";"Mujer";"Bizkaia";"%";39,9
2024;"G - Usar hojas de cálculo";"Total";"Mujer";"Bizkaia";"%";39,4
2019;"G - Usar hojas de cálculo";"Total";"Mujer";"Bizkaia";"%";38,1
2025;"G - Usar hojas de cálculo";"Total";"Mujer";"Bizkaia";"%";41,8
2023;"G - Usar hojas de cálculo";"Total";"Mujer";"Gipuzkoa";"%";43,2
2024;"G - Usar hojas de cálculo";"Total";"Mujer";"Gipuzkoa";"%";39,2
2021;"G - Usar hojas de cálculo";"Total";"Mujer";"Gipuzkoa";"%";44
2022;"G - Usar hojas de cálculo";"Total";"Mujer";"Gipuzkoa";"%";43,4
2020;"G - Usar hojas de cálculo";"Total";"Mujer";"Gipuzkoa";"%";42,3
2025;"G - Usar hojas de cálculo";"Total";"Mujer";"Gipuzkoa";"%";39,6
2019;"G - Usar hojas de cálculo";"Total";"Mujer";"Gipuzkoa";"%";41,6
2023;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"Total";"Mujer";"C.A. de Euskadi";"%";48,1
2019;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"Total";"Mujer";"C.A. de Euskadi";"%";50,1
2024;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"Total";"Mujer";"C.A. de Euskadi";"%";34,5
2020;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"Total";"Mujer";"C.A. de Euskadi";"%";52,6
2025;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"Total";"Mujer";"C.A. de Euskadi";"%";39,7
2021;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"Total";"Mujer";"C.A. de Euskadi";"%";58,6
2022;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"Total";"Mujer";"C.A. de Euskadi";"%";51,1
2025;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"Total";"Mujer";"Araba/Álava";"%";37,7
2021;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"Total";"Mujer";"Araba/Álava";"%";56,3
2024;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"Total";"Mujer";"Araba/Álava";"%";35,7
2019;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"Total";"Mujer";"Araba/Álava";"%";48,6
